target_index,alpha_raw,alpha_clipped,alpha_shrunk,denominator,reliability,support_in_degree,support_out_degree,support_total_degree,ridge_in_degree,ridge_out_degree,ridge_total_degree,weighted_in_degree,weighted_out_degree,weighted_total_degree,val_baseline_sse,val_baseline_sae,val_static_mean_sse,val_static_mean_sae,val_best_single_sse,val_best_single_sae,val_stage2_sse,val_stage2_sae,val_correction_energy,val_baseline_err_dot_correction,val_baseline_mse,val_baseline_mae,val_static_mean_mse,val_static_mean_mae,val_best_single_mse,val_best_single_mae,val_stage2_mse,val_stage2_mae,val_stage2_mse_gain_vs_best_single_pct,val_stage2_mae_gain_vs_best_single_pct,val_stage2_mse_gain_vs_static_mean_pct,val_stage2_mae_gain_vs_static_mean_pct,val_stage2_mse_gain_vs_baseline_pct,val_stage2_mae_gain_vs_baseline_pct,val_correction_energy_share_pct,test_baseline_sse,test_baseline_sae,test_static_mean_sse,test_static_mean_sae,test_best_single_sse,test_best_single_sae,test_stage2_sse,test_stage2_sae,test_correction_energy,test_baseline_err_dot_correction,test_baseline_mse,test_baseline_mae,test_static_mean_mse,test_static_mean_mae,test_best_single_mse,test_best_single_mae,test_stage2_mse,test_stage2_mae,test_stage2_mse_gain_vs_best_single_pct,test_stage2_mae_gain_vs_best_single_pct,test_stage2_mse_gain_vs_static_mean_pct,test_stage2_mae_gain_vs_static_mean_pct,test_stage2_mse_gain_vs_baseline_pct,test_stage2_mae_gain_vs_baseline_pct,test_correction_energy_share_pct,alpha_rank_pct,weighted_degree_rank_pct,energy_rank_pct,test_gain_rank_pct,static_corridor_score,stress_corridor_score,overall_corridor_score
239,1.1313748932357004,1.0,0.8594364379804149,484.98191375434607,0.4240273151696884,379,336,715,37,25,62,1.8169899703934789,1.4825596921145916,3.2995496625080705,28565.431226268727,29921.209200928453,27953.02041073731,29562.464179403614,28448.608520946273,30896.79374465812,27980.514655290328,29485.51705677109,484.981913754346,548.6963608950689,0.17914303147118157,0.18764555238390812,0.1753024057466468,0.18539574665991632,0.17841039861119226,0.19376375768022602,0.17547483102103606,0.1849131864387109,1.6454016206497304,4.567712428513835,-0.09835876105343369,0.26028656530648475,2.047637812099664,1.4561314726005365,0.054475268328841316,81048.03360260374,75730.98132997612,80209.19652218647,75307.84021391445,80659.63210803067,77886.10380548616,80179.8070901695,75101.19773426745,1219.3118145687322,1029.0744356520177,0.24736312628981022,0.23113518571752648,0.24480294865888536,0.2298437353925995,0.2461777032303895,0.23771273990833502,0.24471325047053394,0.22921305100066977,0.5948762786551144,3.575613537138497,0.03664097546325094,0.2743970336422047,1.0712493244331378,0.8316062787626686,0.05794264473580322,0.6241299303944315,0.7215777262180975,0.228538283062645,0.22389791183294663,0.5232018561484919,0.47505800464037123,0.4495359628770302
240,1.010346791079604,1.0,0.8529844219017066,434.7865282645969,0.397589560106935,487,683,1170,41,104,145,2.2016646191477776,7.2503369096666574,9.452001528814435,18230.824622871573,28289.337858349318,17787.040815920613,27820.58305755467,18304.12669663294,28906.113093402237,17797.76084377033,27762.758768346393,434.786528264597,439.28517363677696,0.11433138058694294,0.17741156092181742,0.11154826921483427,0.17447184839425717,0.11479108153116181,0.1812795573286815,0.11161549796665118,0.17410921362850187,2.766402687519385,3.9554066690371172,-0.06026875386783353,0.20784715075399487,2.3754481108766696,1.86140479017083,0.04883710530487184,67991.68492181112,73490.22608968709,66709.5756620703,72865.69117990462,67523.21016462064,75471.2583587903,66756.96189582367,72702.15939525259,1125.2119348045655,1203.6606111021358,0.20751442072532447,0.22429627554475257,0.203601351639779,0.22239016011055956,0.20608460959511624,0.2303424967000876,0.20374597707241818,0.2218910519681261,1.1347924171982804,3.6690775054702613,-0.07103363090391555,0.22442905845534003,1.8159912162896756,1.0723421825818735,0.053470945341349795,0.5765661252900232,0.9767981438515081,0.14965197215777262,0.39559164733178653,0.6496519721577726,0.5632250580046404,0.5246519721577726
241,1.0056200283494618,1.0,0.8993999307414912,939.3385411344536,0.5877815619323501,387,351,738,25,25,50,1.8081428315490484,1.5208259336650372,3.3289687652140856,43545.44023651533,27963.926891164272,42595.543489336684,28158.012347790995,43857.97892662353,30122.99750916625,42606.112087741356,28015.87476338749,939.338541134454,944.6176503653718,0.2730874989747349,0.1753708038027059,0.26713039013481266,0.17658797629309023,0.2750475298930334,0.18891103194088807,0.2671966692237442,0.17569658566242405,2.8543650882239926,6.995063307154522,-0.02481151204776146,0.5047855745210539,2.15712171853597,-0.1857674439838134,0.10551057189699824,267662.9377877198,114542.74316547345,254769.53847295503,111002.22495382233,251752.56586876465,114441.30787260039,255708.33731916436,110977.71352970786,3959.7615100913504,8426.580327974923,0.8169222390727849,0.34959085105196264,0.7775708640765548,0.33878499167955345,0.7683628951459025,0.3492812648714486,0.7804361306010241,0.3387101814438295,-1.5712933994332283,3.026524606611731,-0.3684894402354024,0.022081921443167663,4.46628904523066,3.112401132750417,0.18817094337668078,0.8909512761020881,0.7296983758700696,0.7865429234338747,0.060904872389791184,0.5605181747873164,0.7581206496519721,0.6170243619489559
242,0.85697735108662,0.85697735108662,0.7948630022489089,412.6544795563235,0.3851457700451756,406,479,885,40,11,51,1.8340372880920768,0.6667411811649799,2.5007784692570567,15013.016930870624,28659.271309716627,14718.400328704973,28359.766012921464,15324.131725028234,29357.275794023182,14711.551358094013,28302.802904687123,412.65447955632334,353.63554280420584,0.09415147081872507,0.1797315328975807,0.09230383509372474,0.17785323859197186,0.09610257202631593,0.18410894412266193,0.09226088299025445,0.17749600456983194,3.997488261822489,3.591862190260643,0.046533389892926415,0.20085887947167136,2.008027927795919,1.243815312598856,0.04635113777111989,78268.68280627878,80535.21046783635,77040.53870567401,79953.10104461989,77954.7987019897,82289.95432460165,77101.67051569444,79774.76476768198,1170.1882100241874,1199.166160827573,0.2388803923914652,0.24579796143372262,0.23513202798635735,0.2440213309546217,0.2379224005700926,0.25115353771303855,0.2353186056856579,0.2434770386746813,1.0943882871876116,3.0564964795073806,-0.07935018504215882,0.2230511069713093,1.4910335126921626,0.9442400358015786,0.055608252882745186,0.3805104408352668,0.48607888631090485,0.12180974477958237,0.3839907192575406,0.4168600154679041,0.3039443155452436,0.34309744779582363
243,1.532197404781752,1.0,0.8769634390772294,647.9134450990642,0.495845884176566,332,513,845,28,121,149,1.547259520739317,4.814037716016173,6.36129723675549,25804.78486335989,33560.58403028897,24467.235729192143,33474.553605417255,24632.721156592506,33995.429547261185,24561.89424856549,33362.29607833811,647.9134450990645,992.7312991039905,0.16183012783062345,0.21046924562442912,0.15344192585535912,0.20992972108554872,0.15447973833905596,0.21319630209751395,0.15403555995738943,0.20922571793057718,0.28753180607519385,1.8624076158322211,-0.3868786830725099,0.33535182695005583,4.816512214210235,0.5908358202941202,0.07277644335725343,28305.1294524479,48203.52272881768,27569.150331504334,47477.9843899562,28422.069264157213,49543.611224724445,27588.226758332963,47389.913287151896,662.4363070066329,699.2077266805525,0.08638883635013155,0.14711984424998073,0.0841425869576629,0.1449054607076991,0.08674574318829113,0.1512098692033049,0.08420080927804523,0.14463666278186316,2.9337853555785993,4.347074999849331,-0.06919483045086731,0.18549882421488964,2.5327659967756775,1.6878630349133874,0.03147948796884158,0.7482598607888631,0.9408352668213457,0.48491879350348027,0.802784222737819,0.8306264501160093,0.712877030162413,0.744199535962877
244,0.5740849125012728,0.5740849125012728,0.6649765874714815,659.3944546914171,0.5002369900536435,224,203,427,7,65,72,0.5052658282220364,0.7828061683103442,1.2880719965323806,115199.43713766064,54325.04635081568,115101.73465076761,53808.253683803545,115821.34011305202,54841.42317580304,114987.56560577624,53760.742973811575,659.3944546914173,378.54840782534654,0.7224528217041732,0.34068988530262695,0.7218400979001581,0.3374489118239737,0.726352975824378,0.3439282509018352,0.7211241069999011,0.3371509568395769,0.7198798653701786,1.9705546271605032,0.09918968236037402,0.08829632396390724,0.18391715892780744,1.0387536042951468,0.07406604006280443,163960.48048161707,80105.96414989134,163513.00776672497,79148.9256562728,164024.77831946113,80373.85851920373,163422.8035303442,79185.61093919165,1077.8134406251904,762.6430488887629,0.5004165460543543,0.24448787769158165,0.4990508343305162,0.24156694274426457,0.5006127866474421,0.2453055062725966,0.49877552596183766,0.24167890827715002,0.3670023488429921,1.4784005669308125,0.055166397837585396,-0.046349691565199885,0.32793082192337303,1.1489197096205734,0.05121853207311704,0.14733178654292342,0.05336426914153132,0.5023201856148491,0.17633410672853828,0.125676720804331,0.27784222737819025,0.21983758700696054
245,0.9609745277506102,0.9609745277506102,0.8702927454708007,830.6253972265636,0.5576931298355833,334,271,605,27,3,30,1.7064134441316128,0.1038865577429533,1.810300001874566,33765.21276120224,40065.31744779204,32999.41847306539,39621.86610500922,33906.39749781083,40807.186142111546,33004.983784460994,39571.90912134282,830.6253972265636,798.20984883746,0.2117525383880333,0.2512625266392738,0.2069499954411586,0.24848150025718205,0.21263795340288752,0.2559150244713999,0.20698489730371383,0.24816820390165825,2.6585357922735353,3.0271065896748133,-0.016864877180028288,0.12608437859540012,2.2515154342956816,1.2315098391324837,0.09329944088922629,143385.05922752587,130607.1636574528,141056.85117831666,128366.35335823253,144722.2565261512,130267.2397514988,141011.3923721373,128427.36291545315,3077.9080075030743,2703.057985927332,0.43761921094444606,0.39862035982961225,0.43051338991331145,0.39178128161390435,0.4417004118021511,0.39758289307884925,0.43037464709730355,0.39196748619083027,2.564128174261388,1.4123864446313903,0.03222729403046785,-0.047527685896290826,1.6554492275390926,1.6689748716361863,0.14626457980423474,0.691415313225058,0.20765661252900233,0.6983758700696056,0.7575406032482599,0.5522041763341067,0.45301624129930396,0.5887470997679815
246,1.6345971720693957,1.0,0.8783066210958753,662.3358671040706,0.501349701399037,432,674,1106,33,103,136,2.2040437813848257,5.645820163190365,7.8498639445751905,35352.75869671853,30225.940706733498,33849.78986548247,29737.153654270805,33479.74947971654,31359.93013744912,33961.89805078892,29651.776304809842,662.335867104071,1082.6523353284454,0.2217085509276448,0.189556621931652,0.21228294868479372,0.18649128069355062,0.20996230608893074,0.19666823535927855,0.21298601526934655,0.18595585180118554,-1.4401200085576777,5.446931243636448,-0.33119314994854654,0.28710666277471264,3.934235112629858,1.8995749627595537,0.07439643224012231,90673.56697391263,72277.89763261151,88700.59481329269,71414.67968605488,89531.36973335336,74633.01728720946,88768.89943910495,71229.5175597464,1607.2823875474276,1790.1273289645094,0.2767407918678357,0.22059618136723408,0.2707191706138682,0.21796159197081894,0.27325474208099354,0.22778413812142742,0.27092764014767357,0.21739646681727462,0.8516236225573772,4.560313720622342,-0.07700582612330831,0.2592774022406552,2.1005763844667777,1.4504850129897688,0.07637930778577268,0.7645011600928074,0.9640371229698376,0.5081206496519721,0.31786542923433875,0.6821345707656613,0.7360788863109049,0.6386310904872389
247,1.104239610223562,1.0,0.8965765916668845,895.7120407722874,0.576212659126935,425,383,808,28,18,46,1.8090557651594281,0.7208567783236504,2.5299125434830785,53689.48228942238,56815.832868776284,52607.03290799775,56033.38584565278,52984.989989434405,56846.13909424422,52635.92679663063,56025.159559627995,895.7120407722874,989.0807147749423,0.3367040581064518,0.3563104108266624,0.329915668949414,0.3514034332082379,0.3322859596969346,0.35650047094022314,0.33009687184320835,0.3513518435156281,0.658796373979454,1.4442133585451415,-0.0549240035707874,0.014681043989473456,1.9623126315734967,1.3916425567050226,0.1006102544911803,136089.4511401166,131102.5708068353,134308.81848902747,130205.42286685482,135261.5227882173,131960.10512119182,134336.57744219754,130135.98058196087,1686.6724657152502,1733.6525822564865,0.41535260749376346,0.4001323701253641,0.4099180171678981,0.397394224493526,0.41282572391168965,0.4027496127587894,0.41000273904372236,0.39718228276064826,0.6838200006575089,1.3823303168451369,-0.02066800488780543,0.053332866915181985,1.2880305440532052,0.7372778572729761,0.08015198598003165,0.8758700696055685,0.5011600928074246,0.759860788863109,0.2517401392111369,0.54292343387471,0.6305104408352669,0.5971577726218098
248,0.8646216742951363,0.8646216742951363,0.7860029638833006,251.7853527323183,0.2765185476301391,96,84,180,8,8,16,0.7903350964188576,0.15404969453811646,0.944384790956974,5709.731363302433,17150.582225667313,5526.11857292185,16850.167438965524,5813.573413073454,17732.691694349982,5523.060280384114,16785.15737243273,251.78535273231822,217.6990732424085,0.03580756674758199,0.10755683213969568,0.03465607172462529,0.10567283412957508,0.036458793730392416,0.11120742834606401,0.03463689218583254,0.1052651350368298,4.997152560867974,5.3434319969548385,0.05534250663245076,0.38581258476077607,3.2693496600924505,2.1306848270590595,0.0282816209478535,22843.181243739076,46606.39241182362,22353.6805534834,46004.0411798202,22600.973733984134,47214.13797706249,22379.205286773693,45930.092956390916,471.02179930167034,480.2612406349596,0.06971866528634106,0.1422453132991003,0.06822468183380762,0.14040690368877637,0.06897943443568749,0.14410018671581237,0.0683025847457445,0.14018120957976524,0.9812340380581911,2.71961974884596,-0.11418581932950023,0.16074288591350308,2.031135471083092,1.451087330374723,0.022383321848979783,0.3561484918793503,0.01740139211136891,0.018561484918793503,0.3491879350348028,0.24091260634184067,0.017981438515081206,0.18532482598607888
249,0.8565784958687412,0.8565784958687412,0.8074473770345085,690.4375380863621,0.5117357314549932,445,397,842,33,7,40,2.0301098860800266,0.4685526601970196,2.498662546277046,37789.906579341034,41481.27226294513,37297.51616192657,41362.377632795484,38073.162590364554,42652.428173279855,37284.980733785735,41225.07258889312,690.4375380863621,591.4139478653333,0.23699269127120356,0.26014243592555397,0.23390475216941709,0.25939680935678483,0.23876908106540082,0.2674871323329311,0.23382613845691436,0.25853572514607864,2.070177003835999,3.3464814209122284,0.03360928402420348,0.3319563616998144,1.3361394384375975,0.617627329335506,0.07755293359374708,127074.65863215746,106740.0661903813,125076.9550868423,106403.23023366171,126164.09903484801,109082.17927663201,125152.33171971882,106123.47166198902,1989.286828781314,1993.4952996227642,0.38783895714961625,0.32577664502875436,0.38174185432794433,0.3247486028715625,0.3850598783903702,0.3329249050097422,0.3819719080223863,0.3238947640821523,0.8019455002407081,2.7123656992034495,-0.060264205204054774,0.2629230062455084,1.5127539456967538,0.5776598707485536,0.09453245562002291,0.4095127610208817,0.4837587006960557,0.537122969837587,0.29814385150812067,0.397138437741686,0.5104408352668214,0.43213457076566125
250,0.9926642396737698,0.9926642396737698,0.8722512613717468,636.2503725400952,0.4913054246967699,371,381,752,36,37,73,2.2283617397770286,2.0556487180292606,4.284010457806289,34185.83583377799,41599.92840317101,33558.920231245895,41286.59467712883,34167.2649259153,42384.745964415604,33568.11112380978,41214.56627875031,636.2503725400949,631.5829922996663,0.2143904013256195,0.260886566847099,0.21045881140406064,0.2589215500020622,0.21427393717336002,0.2658084108745711,0.21051645045535936,0.25846983668692497,1.753590178800252,2.760851006745988,-0.027387331000388513,0.1744595284299884,1.806960967611763,0.9263528549518695,0.07146639655103287,91830.89232406543,98946.71391851443,90803.36623888968,98831.45489349042,92070.01428350918,101124.66693224222,90758.23284584795,98642.92919099599,1583.0575310433208,1305.291785783585,0.2802730134902866,0.3019908985207126,0.2771369464757596,0.30163912153741335,0.2810028270690167,0.30863813278958585,0.27699919683882684,0.3010637305614439,1.424765107151937,2.454136875337365,0.049704537299864376,0.19075475788310756,1.1680812971218224,0.30701851075987957,0.07522812378392674,0.7099767981438515,0.8619489559164734,0.46635730858468677,0.4779582366589327,0.6832946635730859,0.66415313225058,0.6290603248259861
251,0.3892271156971074,0.3892271156971074,0.6004818606933827,484.8205251115493,0.4239460312882778,362,398,760,27,31,58,1.711135383695364,1.870771829970181,3.581907213665545,24317.96851152258,27256.092706230236,24425.378428474305,27346.893062731717,25202.5591971293,28561.7283075272,24266.1561231866,27101.49296033196,484.82052511154944,188.70529461992544,0.1525058229951998,0.1709317473549458,0.15317942522372507,0.17150118567336267,0.15805337646202902,0.17911980927357515,0.1521808907986316,0.1699622024905426,3.7155078840142624,5.11255947634795,0.6518724193115893,0.897360083417249,0.21306215735672832,0.5672116967188563,0.05445714045773471,130448.20883685794,83960.53588465237,127119.37055578404,82805.42950852029,127981.82369086535,85855.69976004955,128014.4872051001,82647.99097759879,1812.456628652777,2570.647489386303,0.3981352208371726,0.2562522459610691,0.3879754204383486,0.252726796771292,0.390607675587415,0.2620363919817901,0.3907073664576011,0.25224628557964274,-0.02552199468077809,3.7361628772646545,-0.704154406525516,0.19013068570014477,1.865661210267379,1.5632879104735604,0.08612934712703026,0.09280742459396751,0.7842227378190255,0.2273781902552204,0.060904872389791184,0.31264501160092806,0.505800464037123,0.2913283062645011
252,1.112124383908113,1.0,0.8547391064641638,447.9961825254802,0.4047795484933132,444,440,884,39,10,49,1.8847355023026466,0.6624336577951908,2.5471691600978374,23250.3250800036,32460.59078942053,22701.86630310444,32024.065937095787,23130.84995091963,32922.25782956043,22725.912630934297,31980.603066120995,447.9961825254802,498.2274784843361,0.1458102867248871,0.20357083326698608,0.1423707248589231,0.20083324514032577,0.145061019660092,0.2064660961617025,0.1425215271356004,0.2005606754598196,1.7506374423964137,2.8602374974232245,-0.1059222510995357,0.13571940258981036,2.2555058790137985,1.4786783346407097,0.05032087086392592,101367.44510375184,95658.30953542952,100286.74395415139,94819.7906915485,101042.16439113398,96153.56130170362,100281.8433204505,94741.28441467974,1303.835206137298,1192.2681818209655,0.30937910533179463,0.29195450463738376,0.3060807450500274,0.2893952982821458,0.308386330425133,0.2934660406952083,0.30606578804219925,0.2891556927394025,0.752479002468994,1.4687723136873991,0.004886621608856846,0.08279524379475839,1.070957033779643,0.9586465882612311,0.06195926197103835,0.5928074245939675,0.5104408352668214,0.17053364269141533,0.27842227378190254,0.46055684454756385,0.34048723897911837,0.38805104408352664
253,1.3561935314226827,1.0,0.9154055408803946,1241.707009132128,0.6533660854859505,537,574,1111,38,151,189,2.133649969473481,8.936531549319625,11.070181518793106,41032.320626362416,41421.41889330279,38906.03762680493,40582.97176304273,39164.71596281809,41748.59417919861,38989.75384957078,40555.903248835355,1241.7070091321275,1683.9950137071978,0.25732691542721764,0.2597670761420253,0.24399230901819266,0.2545089037919096,0.24561456428618608,0.2618188978727587,0.24451732044934513,0.25433914840981436,0.44673402818346913,2.856840939945982,-0.21517540174322486,0.06669919188133104,4.97794603281427,2.0895364465831254,0.13947390735593077,107975.01002785921,96783.17574443435,103752.66349560533,95531.35680413002,103566.26096371701,97783.80411251739,103945.16800714907,95464.18310888275,2126.632806044956,3174.4897004591453,0.32954576261066515,0.2953876591477267,0.31665892511355276,0.29156703780926485,0.31609001417288374,0.29844163282705033,0.31724645963701614,0.29136201993872307,-0.365859537561947,2.3721934574825085,-0.18554175387688715,0.07031586014736563,3.73219879273027,1.3628325640342172,0.10105924316640104,0.9477958236658933,0.9825986078886311,0.8839907192575406,0.060904872389791184,0.6637664346481051,0.9332946635730859,0.718822505800464
254,1.1049636740011008,1.0,0.8596989203566835,487.12170223367474,0.4251028618960796,316,290,606,26,3,29,1.3910635458305478,0.11418544128537178,1.5052489871159196,21472.51067501907,28326.608708024025,20883.128804427422,28278.71680059377,21495.89385068087,29831.974156060023,20907.064708333823,28169.107195978984,487.12170223367485,538.2517857857915,0.1346610392523271,0.17764529843984564,0.13096483546826349,0.17734495284337856,0.13480768268789428,0.18708593063954962,0.13111494524090547,0.1766575556641267,2.7392633515837566,5.574109683060469,-0.11461837989203097,0.3876045910700044,2.6333481689362204,0.5560196551182115,0.054715618635260053,173847.39257114602,114000.26929558697,171973.6606133237,113587.75508133741,173955.2299257348,116714.04381887871,171970.3467239382,113368.61621515034,2206.997267642729,2040.3646547752674,0.5305919540822651,0.34793519049585825,0.5248732194712732,0.3466761740689319,0.5309210797127857,0.3562177819454985,0.5248631052957387,0.34600735000717336,1.1410310587638062,2.866345380783759,0.0019269749644924342,0.1929247268159733,1.0797089444063148,0.5540803406339644,0.10487822481826904,0.6264501160092807,0.11716937354988399,0.2354988399071926,0.39791183294663574,0.3805104408352668,0.17633410672853828,0.34425754060324826
255,1.082364724166918,1.0,0.8730916450705302,608.0483955455132,0.4799808366698888,539,384,923,31,13,44,1.4835391431115568,0.7559385448694229,2.2394776879809797,23677.452918209736,31861.14924675855,22969.24105558871,31033.415343472792,23700.26143396834,32278.196327637124,22991.74569997802,31020.47706586984,608.0483955455135,658.1301339247567,0.14848894314550556,0.19981154203516047,0.14404751815917063,0.19462055578637863,0.148631982703494,0.20242697877556895,0.14418865204180475,0.19453941567498143,2.9894848880225573,3.896497961041288,-0.0979773094585143,0.04169143956523594,2.8960345549007767,2.6385494583948086,0.06829862839182312,74847.81672940019,67640.86431432754,72514.63149811249,65858.3115731104,73404.680480503,68100.40483589342,72609.78213151277,65799.0241886669,1813.5852808629604,2073.3853623477876,0.228439718018728,0.2064436966327508,0.22131870634984036,0.20100324608454928,0.22403518556653176,0.20784623997672327,0.221609111398552,0.200822297675148,1.0828987249680464,3.379393489322627,-0.13121577181668218,0.09002263044307429,2.9901134003396126,2.7229695308173474,0.08618298155693042,0.7169373549883991,0.3990719257540603,0.4245939675174014,0.38167053364269143,0.4992266047950502,0.4118329466357309,0.48056844547563804
256,1.384019823772162,1.0,0.8526860668684185,432.5717479696629,0.3963670217258173,329,323,652,33,5,38,1.09350361302495,0.19800435565412045,1.2915079686790705,13844.129937192187,26700.440586050972,13079.325933718781,26004.46134167444,13329.671334915078,26920.966044533765,13137.655821497177,26001.21364588826,432.57174796966297,598.687874393789,0.08682100351941718,0.16744707371344428,0.08202467096703028,0.16308236342109697,0.08359466771344495,0.16883005998227577,0.08239047650447257,0.16306199607345137,1.4405119870806211,3.4164910617398,-0.4459701369473546,0.012488994651744977,5.103058978066002,2.6187842777695733,0.04858833159304003,40481.2752984745,58110.7912895903,39446.9891960939,57045.155487206415,40084.76588282376,58782.41474770242,39480.59431514202,56988.84441536537,945.4445180900548,989.8652894905617,0.12355111369052917,0.1773573813653381,0.12039441472584572,0.17410500136489895,0.1223409448030318,0.17940721367962698,0.12049697942652488,0.1739331368278316,1.5072348668515674,3.0512022005818604,-0.08519058040417127,0.09871315339595176,2.471960124660864,1.9307031436447013,0.044928258034209925,0.5754060324825986,0.054524361948955914,0.14733178654292342,0.505800464037123,0.37857695282289255,0.10092807424593966,0.32076566125290024
257,0.8339668191144316,0.8339668191144316,0.7869892987381346,435.2040519927182,0.3978194748182392,438,582,1020,39,86,125,1.7170601421967149,5.397286910563707,7.114347052760422,13241.360242879051,26315.337620420323,12950.672809374215,26036.806106524833,13617.563846415882,27261.73825140763,12939.635983807202,25968.04199564486,435.2040519927182,362.9457389060789,0.08304084037526999,0.16503196882162052,0.08121784573408473,0.16328520787254686,0.0854001344973904,0.17096715238942173,0.0811486302416165,0.1628539659570343,4.9783343794427,4.745465031731682,0.08522202459647688,0.2641034795075631,2.278650029434183,1.319746034745775,0.048884003377723646,56482.841859838976,73159.25248874439,55284.41074935884,72452.76889810973,56553.48682168756,74806.76574186934,55333.6727539246,72287.05339688854,1228.944274347163,1213.6877012250034,0.17238878876061803,0.2232861256248913,0.16873111006128175,0.22112989823868826,0.17260440113074874,0.2283144281114774,0.16888146045122998,0.2206241252712928,2.156921060604131,3.3682947257409905,-0.0891065019922099,0.2287221092326123,2.034545479786613,1.1921924598532947,0.058400386708123024,0.36078886310904873,0.9535962877030162,0.15081206496519722,0.6728538283062645,0.6624129930394432,0.5522041763341067,0.5345127610208816
258,0.4870091234846029,0.4870091234846029,0.6186197625342132,687.4211494167234,0.5106416853621488,141,68,209,9,8,17,0.6967715695500374,0.27639515325427055,0.9731667228043079,46068.8942458366,42989.199560920184,46086.754690318485,43299.050591093546,47503.039975935804,44762.263519393746,45917.76025598383,42992.749039996066,687.4211494167237,334.78037144221673,0.28891289287224436,0.26959913431241334,0.2890249014795209,0.27154231004849955,0.2979068832526578,0.2807185902029008,0.2879650828816967,0.2696213942403928,3.3372174091490714,3.9531389618646458,0.36668764262145037,0.7074093933146849,0.3280608148445565,-0.008256676356254553,0.07721411975862773,93425.99187146948,76683.35881810548,92917.80147813015,76551.85658833437,95164.96422911157,79291.63938244333,92802.7167131766,76223.9950933308,1309.2839152813779,908.7371325275876,0.2851413464189297,0.2340418950157043,0.28359032094848785,0.23364054286409308,0.29044878720184947,0.24200251300921516,0.28323907581665875,0.23263989126541532,2.4822659631834783,3.8688117852079187,0.12385653031257875,0.4282867974929491,0.667132503287027,0.5990396506552417,0.06221818886277507,0.10904872389791183,0.019721577726218097,0.5359628770301624,0.7436194895591647,0.2907965970610982,0.27784222737819025,0.35208816705336426
259,1.3210903556566609,1.0,0.8449509033245264,378.12638492099774,0.3646714467847355,446,685,1131,38,223,261,2.666557550430298,13.453508261591196,16.120065812021494,17255.18083960293,24026.678355632845,16634.229000771073,23822.01441258547,16792.07932724876,24884.478311033425,16680.969097453824,23740.034399682103,378.1263849209978,499.5391203384483,0.10821280378037158,0.150679048487563,0.10431861454426972,0.14939553489731006,0.10530854484778723,0.1560585886453531,0.10461173676408429,0.14888141179812678,0.6616823779210943,4.599027140721253,-0.28098745472715586,0.34413551886719407,3.3277642667830754,1.1930236535735743,0.04247279268896551,62277.6747815789,65525.1437335448,60406.22169883675,64696.410914585955,60023.929883618104,66563.06279049435,60559.837418233976,64564.21776547673,1042.3059961684546,1456.8795338325958,0.1900749425651275,0.19998639922583017,0.18436316320818913,0.19745706036534927,0.18319638723147433,0.20315418617081243,0.18483200696550559,0.19705359948932002,-0.8928231384632062,3.00293427198346,-0.2543044657934307,0.20432841210272815,2.7583518000146,1.4664995959041924,0.04953119072609613,0.5290023201856149,0.988399071925754,0.08120649651972157,0.060904872389791184,0.5261020881670534,0.5348027842227379,0.41487819025522044
260,0.8395107047433216,0.8395107047433216,0.8115208942777332,1307.8144416501686,0.6650183092395283,430,348,778,38,2,40,2.3710027672350407,0.06818784400820732,2.439190611243248,22141.485669370515,27672.496937114745,21253.451691575843,27264.989225046244,22488.301678680495,29256.462192804785,21220.79124195558,27069.216439490207,1307.8144416501682,1097.9242235832262,0.1388563971839913,0.1735431525757246,0.1332872497214018,0.17098754029353705,0.14103139222531919,0.18347670951738904,0.1330824255089528,0.16975978601927935,5.63631017955683,7.476111564345262,0.15367127229132613,0.7180372746166136,4.158232384056243,2.1800725066316917,0.14689938039485964,38723.09659129753,52956.28892727289,37070.40632526223,52232.29281947017,38190.50453216894,55211.87088370952,37093.15876892683,51926.08426121529,1887.7818879135775,1770.2360582573474,0.1181850540558695,0.16162555220014435,0.1131409510366681,0.15941587563321055,0.1165595533382439,0.1685097143388927,0.11321039276579387,0.15848131000712745,2.873347123020551,5.9512321714562715,-0.061376299641725356,0.5862437617150381,4.20921353365373,1.9453868217095511,0.08970886196878922,0.41879350348027844,0.4617169373549884,0.8932714617169374,0.7935034802784223,0.5580046403712298,0.6774941995359629,0.6418213457076566
261,0.8922030258341636,0.8922030258341636,0.8300770357091696,785.9786449391722,0.5440246139786902,578,421,999,62,27,89,2.5767314760014415,3.486239016056061,6.062970492057502,21921.564621210207,31500.637820459437,21305.038217230944,30997.294322482776,22219.142936475906,32572.933899969154,21298.938620796034,30911.103835131973,785.9786449391722,701.252525255765,0.1374772013672123,0.19755065861716986,0.13361076546025827,0.19439402921484783,0.1393434109502051,0.2042753731434951,0.13357251292391653,0.19385350087254147,4.141493298417125,5.10187405881407,0.02862983099450576,0.2780580990524974,2.840244349218349,1.8714985667514548,0.08828452436988804,57932.256270525606,76355.2929433739,55936.08119913938,75157.5452557194,57028.716573823265,77411.27834059595,56060.011393782035,75069.33614617982,1526.1757236360395,1761.1753889120032,0.17681248251332407,0.23304061963867903,0.1707200446794712,0.22938502678398584,0.17405482888289647,0.236263546063446,0.1710982865568599,0.22911580765388412,1.6986270044973688,3.0253242739539785,-0.22155680552853182,0.11736560745756457,3.2317831157840105,1.6841750553530925,0.07252505610333002,0.4709976798143852,0.9338747099767981,0.6508120649651972,0.5556844547563805,0.6535189481825213,0.7923433874709976,0.6528422273781902
