target_index,alpha_raw,alpha_clipped,alpha_shrunk,denominator,reliability,val_baseline_mean_mse,val_static_mean_mse,val_adaptive_alpha_mse,val_baseline_mean_mae,val_static_mean_mae,val_adaptive_alpha_mae,val_static_mse_gain_vs_baseline_pct,val_adaptive_mse_gain_vs_baseline_pct,val_adaptive_mse_gain_vs_static_pct,test_baseline_mean_mse,test_static_mean_mse,test_adaptive_alpha_mse,test_baseline_mean_mae,test_static_mean_mae,test_adaptive_alpha_mae,test_static_mse_gain_vs_baseline_pct,test_adaptive_mse_gain_vs_baseline_pct,test_adaptive_mse_gain_vs_static_pct,alpha_minus_global,parent_count,child_count,parent_abs_strength_sum,parent_abs_strength_mean,parent_abs_strength_max,child_abs_strength_sum
571,1.350639955902264,1.0,0.9717131059243964,5024.773965926982,0.8840917369185193,2.067607162027475,2.0139964668539476,2.0146467851835395,0.7375456904293397,0.7300981840978518,0.7300218517509333,2.592885929112252,2.5614332266098025,-0.03228994391473265,1.933505451620377,1.8779447432095586,1.8789577942004474,0.6189480123308302,0.6093355547948905,0.6093852754025862,2.8735739205832367,2.8211793959109746,-0.05394466448237394,0.2157586409327047,266,250,0.6643380876630545,0.002497511607755844,0.15580591559410095,0.5389228751882911
836,1.7843138338998314,1.0,0.967406811972326,4273.849890327162,0.8664462841880542,1.5009677002004544,1.432121566619298,1.4335203693747847,0.5060601096131288,0.5025168484581698,0.5022381965682643,4.586783151427052,4.493589756572522,-0.09767346488530369,0.409499376492084,0.3934130151036038,0.3937647584147175,0.3033527038218903,0.2982985744703364,0.2983004310246333,3.928299360619698,3.8424034273641197,-0.08940815316468878,0.2114523469806343,290,347,1.1219946667551994,0.003868947126742067,0.12397313117980957,0.2860815804451704
743,1.1375707261779042,1.0,0.9663196024864772,4114.624014945695,0.86199133898362,1.8497893231414255,1.8168854020452236,1.8171537971062592,0.6245660121292156,0.6188728037662521,0.6185379065300877,1.778792897362086,1.7642834038928625,-0.014772261405891206,0.4853311167252342,0.48116219711180824,0.48094753321010514,0.31267599265751733,0.31644815728487813,0.31596862468152237,0.8589846127228982,0.9032150142581524,0.04461362571532675,0.21036513749478547,396,395,1.5340362302958965,0.003873828864383577,0.14428383111953735,2.018251641653478
711,1.408954279727472,1.0,0.9620302007529276,3575.379574418564,0.8444151037396374,2.8282474026555446,2.7874856054723978,2.7882142767237132,0.5541975389285645,0.547639213631187,0.547392340828254,1.4412387383393028,1.4154746821032287,-0.026140807682915154,1.3565086659440835,1.3216103217726967,1.3224748960293522,0.33623827739492385,0.33216350269058553,0.3320108352218306,2.5726591394164644,2.5089238844666686,-0.06541824336661278,0.20607573576123583,237,206,0.8208902943879366,0.0034636721282191416,0.1642942875623703,0.45518362428992987
742,1.123815333501554,1.0,0.9583387733118734,3200.2092792302637,0.8292891255449184,1.4192466824760157,1.3942073033520217,1.3944491866226758,0.5832259899715604,0.5738441613335671,0.5736870027082339,1.7642725139445348,1.747229439358507,-0.01734916106611699,0.35741692300773736,0.3498026128566821,0.34993710504200876,0.23363704775891778,0.23225810012685089,0.2320677448044703,2.130372027988838,2.0927430919566965,-0.03844802193679779,0.20238430832018173,351,382,1.7930675353854895,0.005108454516767776,0.17050419747829437,1.675391304306686
555,1.1099572720896926,1.0,0.9569470334631508,3075.4630605002603,0.8235863379537612,0.6726585080216122,0.6491297469991941,0.6493481078744786,0.4286011409135551,0.42770667411633206,0.42720800020985744,3.4978760755765403,3.465413708315816,-0.03363901843875222,0.4719713303264337,0.4676713714855635,0.46748450970828936,0.3326494565942451,0.33027137201226886,0.33008167652139936,0.9110635677586987,0.9506553321874566,0.039955787047761336,0.20099256847145908,470,368,1.2880240753293037,0.0027404767560197953,0.1625116765499115,0.9833679422736168
520,1.0495115181994188,1.0,0.9560454071532376,2998.863955375936,0.8198918376225727,1.7963758372695617,1.775706683584631,1.7758248756309634,0.6651495221084731,0.6618862685956142,0.6615659755249609,1.1506029671578824,1.1440234950963952,-0.006656056849088373,0.4785395306118547,0.4681869897423816,0.4683867016946439,0.28897335758496806,0.2875670374940158,0.2874140892818453,2.1633616884767064,2.121628051130808,-0.04265645065707758,0.20009094216154588,275,433,0.8366551175713539,0.0030423822457140144,0.12096380442380905,1.9510471383109689
524,1.1585729434863434,1.0,0.9559551356995468,2991.3675103357427,0.8195219416780003,3.1897271384615737,3.1650177050588644,3.1653161476516463,0.3825863944787004,0.3728263932969327,0.37275547017737237,0.7746566502433462,0.7653002827602696,-0.009429413058412526,0.8596546394952651,0.8534518127326388,0.8534824193798841,0.24362571452654358,0.24100462087573724,0.24093408478844483,0.7215486868387284,0.7179883445990504,-0.003586218552551091,0.2000006707078551,102,73,0.2512926831841469,0.0024636537567073223,0.10409712046384811,0.6224814914166927
567,1.2697109243082652,1.0,0.9534199913169692,2792.706646312096,0.8091339442803364,0.5393843433406761,0.5124229644768552,0.5129010251412921,0.3960797967952356,0.38639623090504166,0.38620363014339737,4.998546805573856,4.9099160044875605,-0.0932941529903837,5.484354115353317,5.597261075529569,5.588261371098523,0.9056030606478973,0.9259718787393542,0.9238536196892846,-2.0587102473958,-1.8946124476958923,0.16078764791572026,0.19746552632527747,431,753,1.5469204168766737,0.0035891424985537673,0.2593909204006195,21.688177681528032
477,1.0931577430837482,1.0,0.950659909068896,2599.63123170282,0.797824242392207,0.7510895151475595,0.7317488645072968,0.7319384253140319,0.4669305308816233,0.460877386563877,0.46076334225268545,2.575012731533473,2.5497746203746714,-0.025905172652735276,0.7053477130098907,0.6944185837958791,0.6944506374920354,0.4455255855904828,0.440349415880812,0.4402216557807905,1.5494668817134771,1.5449224994797062,-0.00461590413970735,0.19470544407720425,349,380,1.4233003593981266,0.004078224525496065,0.16258011758327484,0.1532808095216751
700,1.6364397176341463,1.0,0.9485928935941192,2468.6150053472666,0.7893544481191566,1.914182078640331,1.878994539261138,1.880048483474086,0.648874769406576,0.6405561813009881,0.6406433857409914,1.8382545616656867,1.783194793595104,-0.05609086087937517,0.6282248478978529,0.620080513686141,0.6202057209150839,0.2666713449892223,0.2627871991164457,0.2627186082155544,1.2964043429616365,1.2764740219369606,-0.020192092184693276,0.19263842860242752,362,518,0.7650945363566279,0.002113520818664718,0.0609651617705822,1.8635252816602588
788,1.3876607950280129,1.0,0.947588782828896,2408.6995752136686,0.7852400078972165,0.7590899879357756,0.7322724560784883,0.7329277802468354,0.45946458831810305,0.4509895238551037,0.45105515921652106,3.5328527952546587,3.4465225605312284,-0.08949185004942682,0.24937341875280733,0.24577918464592177,0.24571840407058235,0.23561899398591815,0.23148363944903122,0.2313494435112476,1.4413060240587874,1.4656793416494942,0.024729748952087998,0.1916343178372043,326,330,0.7353423926979303,0.0022556515113433444,0.11328431218862534,0.43714570440351963
142,1.2162990110470768,1.0,0.9457908493335334,2306.9620339283038,0.7778728028577899,1.5506108735321211,1.529884470970587,1.5302662650183565,0.43848946377097175,0.43244578417236695,0.4320778152825239,1.3366604681625676,1.3120382980045695,-0.024955743718823697,0.44565616295353727,0.42629223161963076,0.42702065251239185,0.2845269465678462,0.2816027567272197,0.28144569571727146,4.345038382409925,4.181589303655226,-0.17087360236276727,0.1898363843418417,251,274,0.9848344773054123,0.003923643335878137,0.19564059376716614,0.3781649246811867
115,1.1391233051228329,1.0,0.9446376473485756,2245.185618633141,0.773147447055158,0.9693574811165981,0.9513594069996623,0.9516194610568399,0.43432706834834256,0.4310586116205052,0.4305743386181425,1.8567014200173075,1.829873953139133,-0.02733499613966117,0.8826167561516082,0.869024509334065,0.8689795238560054,0.4208647453384263,0.4159743806064751,0.4156880490815248,1.539994195986957,1.5450910262642101,0.005176548828768623,0.18868318235688386,449,451,1.0610017273575068,0.0023630328003507945,0.0908033475279808,1.0190840847790241
787,0.9993696558124088,0.9993696558124088,0.9429710778062624,2184.467709522122,0.7683029649218343,1.6442660328879353,1.6305838022006311,1.6306273721262297,0.48341185964623207,0.4764315205595357,0.4762282914091369,0.8321178211820807,0.8294680111922712,-0.002672044548689001,0.35111355012674644,0.349270457694383,0.34901548452343534,0.3007991956987873,0.29901474401674505,0.29867698358145106,0.5249277425203732,0.5975461791644717,0.073001642518172,0.18701661281457072,257,416,0.874350456520915,0.0034021418541669846,0.08319225162267685,0.8827731944620609
269,2.0911210863965954,1.0,0.9423561107887668,2130.247500260576,0.7637986320492582,0.9139049932037793,0.8713919273184161,0.873116845107077,0.3857952534332991,0.37805877102394225,0.378031314224682,4.651803655906252,4.4630621782375455,-0.19794970949169732,0.4159985814945006,0.4053446366000833,0.40575469449557516,0.25182576831170783,0.247751809518622,0.24769718105019414,2.5610531786291997,2.462481233018542,-0.10116277815621708,0.18640164579707508,304,373,0.6568587403744459,0.0021607195407054142,0.11019326001405716,1.8761589620262384
352,1.160540031147691,1.0,0.9414795286048592,2088.470619371579,0.7602067524277857,0.614317087887417,0.5970142777332587,0.597305230261016,0.4930919182720212,0.48686268548926687,0.4867642137890133,2.8165926840259665,2.769230737973333,-0.04873460126649503,0.5240124626241333,0.5072494869787704,0.5076012963672161,0.43262022509641446,0.42554934353688223,0.425508473594641,3.1989650706812927,3.1318274711891125,-0.06935628275173097,0.18552506361316745,391,315,2.0847926884889603,0.00533195060994619,0.315000057220459,0.27655213233083487
