shuffle_id,val_mse,test_mse
74,0.35162324543088724,0.3839139834047273
75,0.35150532097567294,0.38373120040620556
76,0.3518591688607648,0.384406389105233
77,0.3515465391035358,0.3838578795611517
78,0.35167612852818086,0.38398080738627915
79,0.35171813323550566,0.3842543714506513
80,0.3514769462115373,0.3836483019802
81,0.3516936430010075,0.3840281279749767
82,0.3514829527733523,0.38383533694077876
83,0.3515594147602778,0.38414686260328423
84,0.3517050791868366,0.38412771659918654
85,0.3516078069042071,0.3838450732670755
86,0.3514237437890031,0.3837108011067661
87,0.35170097049456905,0.38419158333970915
88,0.351630789058103,0.38394814041469916
89,0.35175451022068777,0.38419540797728896
90,0.35160518008367153,0.38380104829553147
91,0.3515486996940158,0.38388830532463614
92,0.3515023871963811,0.38379971910690275
93,0.3516163094895496,0.3839966549916933
94,0.3516515949022101,0.3840548081059577
95,0.35184835512229995,0.3844570196569266
96,0.3515567305923867,0.38393747419587243
97,0.3520686947370354,0.3847075888280088
98,0.35158103334970264,0.3839495074890769
99,0.35183929905878736,0.3843330751010439
100,0.3519032823706467,0.3844765815626005
101,0.3519378129482067,0.38464191888712695
102,0.3516656465766609,0.3840219736933943
103,0.3519025563038982,0.38444318629916613
104,0.3516503793345586,0.38387245527272934
105,0.35191000675167694,0.38466127101062003
106,0.3517197051241403,0.38450349894181257
107,0.3516353416851826,0.38402249196602717
108,0.35173286107978463,0.3842249468663629
109,0.3515294470462542,0.3839351160755255
110,0.35161797831338026,0.3840301822546052
111,0.35147153610080617,0.38365992469596155
112,0.3514254001249748,0.38372523184056123
113,0.35182714494334927,0.38443398204766815
114,0.3516993734405678,0.3842227256008859
115,0.3518654443344145,0.3845083783835836
116,0.3515574556166568,0.3839803415042025
117,0.35165203274620355,0.3840266672591739
118,0.3513886809077491,0.3834546124873731
119,0.3517245534915383,0.38418696203132535
120,0.3517366309641691,0.3843522382335416
121,0.3517078434246255,0.3842753496024494
122,0.3517228488800042,0.3844596959694481
123,0.3515743177004214,0.38381579182145614
124,0.3515839961362333,0.38401344297579354
125,0.3513649095949849,0.3834578859450684
126,0.3515367227562712,0.3836202711620346
127,0.35150689667346663,0.38406783317792886
128,0.35171641088040756,0.3839659773472346
129,0.351793641120404,0.38426612147308
130,0.3517644272120454,0.3845092639261092
131,0.3514894260846809,0.3837296783551005
132,0.351565227444665,0.38385749541606295
133,0.35181759556100234,0.38432840975279564
134,0.351272129225182,0.3834424294797324
135,0.35146597334879365,0.38376589045274023
136,0.3517539639237605,0.384397290353789
137,0.35165551248379734,0.38396615239769394
138,0.35158814976991604,0.38393853203458855
139,0.3517375509163813,0.3842022869481058
140,0.35184667410324366,0.3845650617053434
141,0.3516764903453328,0.38400874327134077
142,0.35141729592721627,0.38349844864013094
143,0.3512976302431311,0.3834884271539442
144,0.35179538641328484,0.3844287501922349
145,0.35176146163569727,0.3844710290683692
146,0.35147253698877623,0.3836868638724453
147,0.3514587197903238,0.3836746521152741
148,0.35205689358918163,0.38453922450941563
149,0.3518448409667326,0.384471680509123
150,0.3518912550368862,0.3845173962519429
151,0.35155675151064536,0.3839204728793474
152,0.35161110710737825,0.3840264846432586
153,0.3515876105981521,0.38399901818184384
154,0.3516708718111092,0.3841359103722139
155,0.3516064369768383,0.3839465341589193
156,0.35158366913804995,0.38388250741775276
157,0.35159018065326375,0.3838269902246798
158,0.3518689884971827,0.38448787734893236
159,0.3517040445599494,0.3841353037265551
160,0.3516421865412838,0.38395737709873157
161,0.3517045022122933,0.38418794824863256
162,0.35177261927686904,0.38412450172567736
163,0.35145291135897766,0.3836655745740379
164,0.3512524476960065,0.38334433381908334
165,0.35178589494887125,0.38449237012332127
166,0.3517453251212726,0.3843409566001218
167,0.3516247936139979,0.3839572578670967
168,0.35135458159386246,0.3836813992770501
169,0.35167258092647447,0.3841167175876784
170,0.3516485010587859,0.3841400281548861
171,0.35146245982828006,0.38357943509178966
172,0.35128044626886523,0.38324807658661303
173,0.3516084830878678,0.38405231843924753
174,0.3517152570028574,0.3841317847350862
175,0.3518076615454611,0.38444204408974914
176,0.3516257080890956,0.3839688555940348
177,0.35166739191338126,0.38398110719901263
178,0.3517439505355479,0.3841493656357961
179,0.3515831996413645,0.38404163068153485
180,0.3514967501320972,0.3839210404261365
