target_index,alpha_raw,alpha_clipped,alpha_shrunk,denominator,reliability,val_baseline_mean_mse,val_static_mean_mse,val_adaptive_alpha_mse,val_baseline_mean_mae,val_static_mean_mae,val_adaptive_alpha_mae,val_static_mse_gain_vs_baseline_pct,val_adaptive_mse_gain_vs_baseline_pct,val_adaptive_mse_gain_vs_static_pct,test_baseline_mean_mse,test_static_mean_mse,test_adaptive_alpha_mse,test_baseline_mean_mae,test_static_mean_mae,test_adaptive_alpha_mae,test_static_mse_gain_vs_baseline_pct,test_adaptive_mse_gain_vs_baseline_pct,test_adaptive_mse_gain_vs_static_pct,alpha_minus_global,parent_count,child_count,parent_abs_strength_sum,parent_abs_strength_mean,parent_abs_strength_max,child_abs_strength_sum
571,1.2188332566620663,1.0,0.9516204947686148,5362.934458673608,0.8712903120495835,2.0649663192238696,2.016613724875666,2.0174045863799392,0.7368762086497226,0.7307674727854598,0.7304957694139812,2.341568184336155,2.3032691817369093,-0.03921730247679732,1.9311166269157427,1.8808855913741294,1.8822855344093203,0.6186505647000589,0.6108359575408269,0.6107533973389381,2.601139405124339,2.5286454389040345,-0.07442999412676725,0.3275013317264569,266,250,0.6643380876630545,0.002497511607755844,0.15580591559410095,0.5389228751882911
836,1.626667055224675,1.0,0.9443282869204124,4556.694984371428,0.8518899938337865,1.4976250440093237,1.433232633317988,1.4353151345028818,0.5059205976585217,0.5024966051606501,0.5019147228116986,4.299635008703484,4.160581432294341,-0.14530098858221493,0.4091982819345903,0.3946015080468231,0.39508269070140806,0.30347025525452553,0.29926334086607026,0.2991589542822503,3.567164021011328,3.449572458233974,-0.12194141298818086,0.3202091238782545,290,347,1.1219946667551994,0.003868947126742067,0.12397313117980957,0.2860815804451704
711,1.0704732826464538,1.0,0.9373538411885752,3961.195082929564,0.833335055549929,2.820702189418279,2.792358872614122,2.792675714118186,0.5536057810521953,0.5495400310469369,0.548788306272213,1.0048319496643654,0.9935992323199899,-0.011346732942222142,1.357994574798461,1.325149730882652,1.3263670948001105,0.3364789468714796,0.3336497563369627,0.3332011908559617,2.4186285074580187,2.3289842673373187,-0.09186614079056224,0.31323467814641737,237,206,0.8208902943879366,0.0034636721282191416,0.1642942875623703,0.45518362428992987
524,1.018226677475036,1.0,0.934069795181686,3724.422513285313,0.8245981217028402,3.1931292483762337,3.168920750676892,3.1690784147449502,0.38421604054832204,0.37406011467765937,0.37387955200902684,0.7581433702269333,0.7532057665224094,-0.00497532379200027,0.8588169007932654,0.8526353922657897,0.8526204455481142,0.24362955061662325,0.24115448092836714,0.24098400944412782,0.7197702469252875,0.7215106315941998,0.0017530022575904828,0.3099506321395281,102,73,0.2512926831841469,0.0024636537567073223,0.10409712046384811,0.6224814914166927
567,1.0776723520330729,1.0,0.931599527592891,3561.3046585840243,0.8180261782944241,0.5390405054926192,0.5132369328653041,0.5135787399380671,0.3979519496312318,0.38763101512911785,0.38713556621017825,4.786945018859691,4.723534742770954,-0.06659830009791887,5.480799916492437,5.604471304937361,5.589838431386314,0.9062634069464708,0.9293236308701321,0.9256637863525892,-2.256447787352734,-1.9894635191072352,0.26109284453211773,0.30748036455073313,431,753,1.5469204168766737,0.0035891424985537673,0.2593909204006195,21.688177681528032
700,1.2057017148189404,1.0,0.918011232374475,2839.777735686733,0.7818756383297065,1.9076435864858423,1.8825076741617057,1.8832281013926786,0.6465002405539289,0.6414333737953107,0.6412207979469579,1.3176419590223667,1.279876663865738,-0.03826955081570581,0.6277023193822409,0.6180429763973064,0.6182008383658703,0.2660189686890841,0.262986556350851,0.26271331744215937,1.5388413722034293,1.5136921950075917,-0.025542231623443074,0.29389206933231715,362,518,0.7650945363566279,0.002113520818664718,0.0609651617705822,1.8635252816602588
788,1.1019350058514268,1.0,0.9136310253622124,2655.5803166043675,0.7702224584344143,0.7553511961361683,0.7353019442621191,0.735719420814027,0.45791810309597014,0.45272808455370184,0.45243797304529454,2.6542953763238426,2.5990261778313624,-0.05677620672236434,0.24893360130008438,0.24647441899017478,0.24620574549420118,0.23522439351868185,0.23282800620668812,0.23235513756382656,0.98788684896946,1.095816632080464,0.10900664542566696,0.28951186232005455,326,330,0.7353423926979303,0.0022556515113433444,0.11328431218862534,0.43714570440351963
269,1.8721349086331864,1.0,0.8995334874455199,2171.7810480366074,0.7327171202245986,0.9111269039486793,0.8737501154939458,0.8762743564055248,0.3855918645621613,0.3789094838612781,0.3786279777487291,4.1022593332222455,3.825213303669245,-0.28889734797368166,0.4153196992600972,0.4056939984477387,0.40628389790233355,0.2519246715939596,0.2482464702153042,0.24803030011077568,2.3176605466841482,2.1756255178507486,-0.145405023700605,0.275414324403362,304,373,0.6568587403744459,0.0021607195407054142,0.11019326001405716,1.8761589620262384
555,0.956863435232896,0.956863435232896,0.8961643945869766,3550.6685430060097,0.8175805093614803,0.6716076433121689,0.6512613330079959,0.6513019400455592,0.4283837575158858,0.42952310028821267,0.4279346551710726,3.0294935602327357,3.023447316124644,-0.006235137187663737,0.47141128216274186,0.46809522713881146,0.4674902022022948,0.3327680751872518,0.33115631854073435,0.33052039143004236,0.7034314089211001,0.8317747387075483,0.12925253269827386,0.27204523154481874,470,368,1.2880240753293037,0.0027404767560197953,0.1625116765499115,0.9833679422736168
597,1.2759285156669122,1.0,0.8951013491721522,2046.546804052336,0.720925781487464,0.23798651566659285,0.218069121226607,0.21895332946541743,0.2148798783010747,0.2090931359182568,0.20821751571228003,8.369127294543498,7.997590177688872,-0.4054715467448572,0.2095730754955777,0.20098546598506323,0.20071459423348484,0.21908940306619032,0.218361564608445,0.217280810658717,4.097668314599731,4.226917623432871,0.13477181061366858,0.27098218612999436,423,460,2.9002374075353146,0.006856353209303344,0.14719481766223907,0.6448761885985732
857,1.8382590850166656,1.0,0.8922595922201133,1971.6713548983944,0.713365521233075,0.6719000643182695,0.6388049521448813,0.6411819570047944,0.19483017579247772,0.190679784525818,0.19006085691073563,4.925600387755216,4.571826815442065,-0.3721018210538222,0.05959988455540788,0.057680426599707034,0.057428695035539774,0.1560325435572623,0.15486965563416313,0.15408617179012338,3.220573277984109,3.642942492362761,0.4364245880396075,0.26814042917795544,501,541,1.3177512111142278,0.002630241938351752,0.10043137520551682,0.9334808066487312
352,0.9801182934299906,0.9801182934299906,0.8920956235613537,2411.8647541970618,0.7527447053796366,0.6128521576526555,0.5983280207149544,0.5984392347028015,0.49239323204237473,0.4881577898535959,0.487612402145732,2.3699250718691216,2.3517781197113528,-0.018587461057596625,0.523922173655819,0.5086869904064408,0.5090562670276998,0.4323446127814435,0.42700085524713305,0.42659750431984617,2.907909612427778,2.837426506381277,-0.07259407616536659,0.2679764605191959,391,315,2.0847926884889603,0.00533195060994619,0.315000057220459,0.27655213233083487
114,1.2371364620689005,1.0,0.8904180750117276,1925.2241837838585,0.7084663164124997,0.27275874944356937,0.25495881788221175,0.25573129257401095,0.21202064900002413,0.206185451099462,0.205605914173665,6.525888389527251,6.24268035555032,-0.3029801825313104,0.3462458976385593,0.337502900881254,0.33768252557587114,0.23927133562207334,0.23666000341867674,0.23589395564026625,2.525083132228748,2.473205349461589,-0.05322167428727658,0.2662989119695698,365,336,2.181816905736923,0.005977580563662804,0.19508390128612518,0.3510470353066921
554,1.5406329035250206,1.0,0.8856024728027465,1810.8320740586623,0.6956548034661206,0.32897288630684696,0.3053373826064669,0.30689070949907377,0.23688465426140243,0.23249449675217987,0.2315681684549249,7.184635781300893,6.712461034608247,-0.5087247684338879,0.2564044287089227,0.24394018374518434,0.24450570423904783,0.2174473528991603,0.21743483768407873,0.2163856147177818,4.861166020610405,4.640608015153531,-0.23182752639648108,0.26148330976058864,509,539,2.70594016648829,0.0053161889321970334,0.17566148936748505,1.4544835574924946
164,1.0166703335331284,1.0,0.8845644073569404,1787.4238002962109,0.6928931158679777,0.6613290513518889,0.6497458076851207,0.6499383206772534,0.468103238686288,0.4648012598628561,0.46415999706913275,1.7515098789460026,1.7223998630259085,-0.029628970261249974,0.7631992505678449,0.7527643606074806,0.7525623419990337,0.5328904691662,0.5294897412121033,0.5287813232363889,1.3672563164337936,1.393726285881041,0.02683689863902444,0.26044524431478255,351,284,1.4416965562850237,0.0041073975962536285,0.16088439524173737,0.10652120783925056
115,0.9617767928860208,0.9617767928860208,0.8829524706124794,2601.421698671599,0.7665554831087608,0.9682318922822657,0.9531647117565196,0.95324224181405,0.4344055017276781,0.4328156250573631,0.431450597055798,1.5561541244247283,1.5481467391951769,-0.008133962218087423,0.8838023814276201,0.8691610802858503,0.8688916126544121,0.4210978489747521,0.4174317019923662,0.41649648398495825,1.6566261247361136,1.6871157044318514,0.0310031865841922,0.2588333075703215,449,451,1.0610017273575068,0.0023630328003507945,0.0908033475279808,1.0190840847790241
476,1.7367261727000245,1.0,0.8797784536867321,1684.7292327321052,0.6801604804164262,0.7374450259220362,0.7113118138004149,0.7133360958018834,0.4445420368333736,0.4365212296968667,0.43658257968581116,3.5437505445164104,3.269251167571322,-0.28458433589808535,0.800026364169025,0.7967794886627986,0.7960348509125826,0.44015233276097937,0.43757467521667454,0.4370631013207455,0.4058460635355256,0.498922714951805,0.09345593866448941,0.25565929064457427,301,284,1.1973503418266773,0.003977908112380988,0.16502989828586578,0.3162048999220133
383,1.33237995045493,1.0,0.8789118183848599,1667.0014942834164,0.6778548685930454,0.6472776731594725,0.6298737671136676,0.6308685664317304,0.48584513067241997,0.4807321082540964,0.4804957374730181,2.688785164001325,2.5350954324820836,-0.1579362993034867,0.44592785008406116,0.4405941715401738,0.4404866186327983,0.41605726608944293,0.41561455204642,0.41504246947779433,1.1960855422871535,1.2202044456826666,0.024410878382592614,0.254792655342702,447,494,1.218154389411211,0.0027251776049467807,0.08871355652809143,0.8399124946445227
426,1.350725103452591,1.0,0.8783650608658796,1655.947081146185,0.6764002652581019,0.9018978777556085,0.8842283544774614,0.8852680560356196,0.36487451815513533,0.3646021642534726,0.36329735219013387,1.959149002780454,1.8438697030058981,-0.11758292446668508,0.4510309382613361,0.44400995020023465,0.44407944077917205,0.2705978675140332,0.2732445196346799,0.27201026420424834,1.5566533169911652,1.5412462632743447,-0.015650680554808585,0.25424589782372176,340,293,1.2368544917553663,0.003637807328692254,0.16309754550457,0.7086389334872365
654,1.233156169397274,1.0,0.8779423522440365,1647.468585633233,0.6752756837942946,0.4533072406477071,0.4381575848499296,0.4388995641399668,0.2578087770274963,0.2531532991689484,0.2521555771618885,3.342028196181235,3.1783468728966144,-0.16934073851335815,0.43590018254261165,0.418851363384841,0.41959592206880725,0.24811859485740664,0.24389966028401142,0.24281743572891193,3.9111750443242834,3.740365599000539,-0.17776202945819758,0.25382318920187863,438,272,1.772269630804658,0.004046277695901045,0.18241071701049805,0.19876606296747923
229,1.032989827573511,1.0,0.8776945785072433,1642.526097983471,0.674616502180253,0.47005794147330066,0.4590774866550536,0.45931469667027464,0.39122140774645486,0.38692047497312354,0.38660169652549287,2.335979003743892,2.2855150089270935,-0.051671018970980746,0.5158071058511268,0.5081051180552761,0.5081705315195885,0.41085276515145674,0.407582638526291,0.4072349642413016,1.4931914873762113,1.480509718635475,-0.01287400224636366,0.25357541546508544,403,422,1.1233991123735905,0.002787590849562259,0.1346481442451477,1.6603021207265556
