group,rank,target,target_name,abs_delta_sum,mass_share,active_source_count,top_source,top_source_mass
fold4_active,45,360,360,9.48214054107666,0.00040819444940553185,1,377,9.48214054107666
fold4_active,46,23,23,9.118552684783936,0.0003925424408567222,2,334,4.89169716835022
fold4_active,47,495,495,7.33151787519455,0.0003156127974909815,5,304,2.4261744022369385
fold4_active,48,352,352,4.699273467063904,0.00020229792389012287,1,713,4.699273467063904
fold4_active,49,855,855,4.539836227893829,0.0001954343474881666,2,835,3.2155428528785706
fold4_active,50,683,683,4.212199807167053,0.00018133000387667866,1,53,4.212199807167053
fold4_active,51,745,745,4.061089992523193,0.0001748249128245987,1,606,4.061089992523193
fold4_active,52,206,206,2.876887321472168,0.00012384644913275523,1,445,2.876887321472168
fold4_active,53,136,136,0.7498105764389038,3.227842005526422e-05,1,579,0.7498105764389038
fold4_active,54,579,579,0.6819559335708618,2.9357361411897558e-05,1,27,0.6819559335708618
fold4_active,55,742,742,0.6663627028465271,2.8686092071140614e-05,1,713,0.6663627028465271
fold4_active,56,694,694,0.6209834814071655,2.6732572585783076e-05,1,354,0.6209834814071655
fold4_active,57,836,836,0.0,0.0,0,0,0.0
fold4_active,58,835,835,0.0,0.0,0,0,0.0
fold4_active,59,834,834,0.0,0.0,0,0,0.0
fold4_active,60,833,833,0.0,0.0,0,0,0.0
fold4_active,61,16,16,0.0,0.0,0,0,0.0
fold4_active,62,831,831,0.0,0.0,0,0,0.0
fold4_active,63,830,830,0.0,0.0,0,0,0.0
fold4_active,64,829,829,0.0,0.0,0,0,0.0
fold4_active,65,828,828,0.0,0.0,0,0,0.0
fold4_active,66,827,827,0.0,0.0,0,0,0.0
fold4_active,67,826,826,0.0,0.0,0,0,0.0
fold4_active,68,825,825,0.0,0.0,0,0,0.0
fold4_active,69,823,823,0.0,0.0,0,0,0.0
fold4_active,70,822,822,0.0,0.0,0,0,0.0
fold4_active,71,821,821,0.0,0.0,0,0,0.0
fold4_active,72,819,819,0.0,0.0,0,0,0.0
fold4_active,73,818,818,0.0,0.0,0,0,0.0
