rank_type,split,sample_id,fold,gamma,gamma_rank_pct,lambda_value,lambda_rank_pct,gamma_ordinal_rank_pct,anchor_mse,stage3_mse,mse_gain,mse_gain_pct,sse_gain,err_dot_dyn,dyn_sq
best_sse_gain,test,1284,2,0.04404575377702713,0.9762672135950776,0.9680914878845215,0.9762672135950776,0.9762672135950776,0.44584777875882714,0.4422285581967803,0.003619220562046832,0.8117614877710494,299.49773995050055,3034.2999932609896,30295.223832793585
best_sse_gain,test,2567,4,0.009999999776482582,0.45282742455317904,0.523780882358551,0.023732786404922355,0.6577790799882801,0.8255051673647114,0.8219159510156697,0.003589216349041635,0.43479029459011315,297.0148313158861,7720.6827828518335,29531.184058533494
best_sse_gain,test,2571,4,0.009999999776482582,0.45282742455317904,0.523780882358551,0.023732786404922355,0.6589510694403751,0.8280406798612902,0.8244645783025333,0.0035761015587568723,0.4318751053820116,295.9295561902545,7702.253416213453,30401.435288874018
best_sse_gain,test,2574,4,0.009999999776482582,0.45282742455317904,0.523780882358551,0.023732786404922355,0.6598300615294462,0.7872934409589336,0.783746914732024,0.003546526226909652,0.450470693949887,293.4821383292292,7628.774996975685,29172.138126947655
best_sse_gain,test,2570,4,0.009999999776482582,0.45282742455317904,0.523780882358551,0.023732786404922355,0.6586580720773513,0.8231157975469076,0.8196146729901563,0.003501124556751223,0.4253501836783422,289.72505932027707,7537.299966926402,29417.332859816528
best_sse_gain,test,1307,2,0.023877182975411415,0.9246996777029006,0.9277543425559998,0.9246996777029006,0.9246996777029006,0.3430925459452889,0.3396150401814368,0.0034775057638520845,1.0135766005265017,287.77055697028845,3976.154638747014,40336.66241580611
best_sse_gain,test,1467,2,0.0434437170624733,0.9749487254614708,0.9668874144554138,0.9749487254614708,0.9759742162320539,0.30460820492799967,0.3011561509484827,0.003452053979516978,1.133276754752204,285.66437091298576,2737.57117441054,25174.986017208437
best_sse_gain,test,608,1,0.009999999776482582,0.45282742455317904,0.7712221741676331,0.6816583650747143,0.17726340462935833,0.6846579931260818,0.6813391217332628,0.003318871392818945,0.4847487981065263,274.6432454985479,7067.275212232889,20119.3925797307
best_sse_gain,test,1229,2,0.009999999776482582,0.45282742455317904,0.7904876470565796,0.7516847348373865,0.3091122179900381,0.5697388200135955,0.5664338021119344,0.003305017901661156,0.5800935069831277,273.4968413982642,7442.352804423477,60493.163015972066
best_sse_gain,test,1291,2,0.04223961383104324,0.9696747729270436,0.9644792079925537,0.9696747729270436,0.9698212716085555,0.43631447678090896,0.43301130992762465,0.0033031668532843006,0.7570610257204354,273.3436634429818,2701.0181865350764,25644.22965628934
best_sse_gain,test,2553,3,0.009999999776482582,0.45282742455317904,0.5243828892707825,0.029739232346908877,0.6536771169059479,0.979553851159395,0.9762511909651356,0.003302660194259399,0.3371596355167597,273.30173639535496,7184.300129123236,35175.657438276896
best_sse_gain,test,2572,4,0.009999999776482582,0.45282742455317904,0.523780882358551,0.023732786404922355,0.6592440668033988,0.7930912163428145,0.7898031923615004,0.0032880239813141143,0.4145833308400761,272.0905605017033,7063.284215361047,26102.005661015286
best_sse_gain,test,1217,2,0.009999999776482582,0.45282742455317904,0.7652016878128052,0.6497216525051275,0.3055962496337533,0.5058203130365002,0.5025376144762432,0.0032826985602569803,0.6489851189547027,271.64987125838525,7308.411730893835,51716.480919752714
best_sse_gain,test,1464,2,0.03682119399309158,0.9468209786111925,0.9536423683166504,0.9468209786111925,0.9469674772927044,0.30962033186299986,0.30638389105945607,0.003236440803543794,1.0452933707776813,267.8219493748584,2754.332180381287,25418.42740650526
